Resource,Capability,Method,Count,Count_Pct,Avg,Min,P5,P25,P50,P75,P95,P99,Max,Stdev,Sum,Sum_Pct
test/Test_ArcGISPro_Ref.MapServer,MapServer,MapServer.GetDefaultMapName,5.0,0.00015,0.0005159999709576368,0.0004299999854993075,0.0004299999854993075,0.0004600000102072954,0.0004799999878741801,0.0004900000058114529,0.0007200000109151006,0.0007200000109151006,0.0007200000109151006,0.00010403846055678773,0.002580000087618828,0.0
test/Test_ArcGISPro_Ref.MapServer,MapServer,MapServer.IsFixedScaleMap,5.0,0.00015,0.0004239999980200082,0.00041000000783242285,0.00041000000783242285,0.00041000000783242285,0.0004199999966658652,0.0004299999854993075,0.00044999999227002263,0.00044999999227002263,0.00044999999227002263,1.4966622946347317e-05,0.0021200000774115324,0.0
2020_Mail_Contact_Strategy.MapServer,MapServer,/,5.0,0.00015,1.0192819833755493,0.13831999897956848,0.13831999897956848,0.9254000186920166,1.016129970550537,1.357990026473999,1.6585700511932373,1.6585700511932373,1.6585700511932373,0.5115330294422198,5.096410274505615,5.999999848427251e-05
AdCan/AdCan_State_Proc.MapServer,MapServer,/legend,5.0,0.00015,0.049922000616788864,0.04173000156879425,0.04173000156879425,0.042080000042915344,0.04239000007510185,0.05933000147342682,0.06407999992370605,0.06407999992370605,0.06407999992370605,0.009739571633866849,0.24961000680923462,0.0
Audit_Data.MapServer,MapServer,/,5.0,0.00015,0.3239559829235077,0.13583000004291534,0.13583000004291534,0.1381399929523468,0.1686200052499771,0.18062999844551086,0.9965599775314331,0.9965599775314331,0.9965599775314331,0.33674520481288134,1.6197799444198608,1.9999999494757503e-05
test/Test_ArcGISPro_Ref.MapServer,MapServer,MapServer.GetServerInfo,4.0,0.00012,0.00120749999769032,0.0008800000068731606,0.0008800000068731606,0.0008800000068731606,0.0009699999936856329,0.0010300000431016088,0.0019499999471008778,0.0019499999471008778,0.0019499999471008778,0.00043199389597572475,0.00482999999076128,0.0
test/Test_ArcGISPro_Ref.MapServer,MapServer,MapServer.GetCacheDescriptionInfo,4.0,0.00012,0.000507500022649765,0.0004400000034365803,0.0004400000034365803,0.0004400000034365803,0.0004600000102072954,0.0004600000102072954,0.0006699999794363976,0.0006699999794363976,0.0006699999794363976,9.417402894841454e-05,0.00203000009059906,0.0
test/Test_ArcGISPro_Ref.MapServer,MapServer,MapServer.HasSingleFusedMapCache,4.0,0.00012,0.00042749999556690454,0.00041000000783242285,0.00041000000783242285,0.00041000000783242285,0.0004199999966658652,0.0004299999854993075,0.00044999999227002263,0.00044999999227002263,0.00044999999227002263,1.4790194010940511e-05,0.0017099999822676182,0.0
test/Test_ArcGISPro_Ref.MapServer,MapServer,MapServer.GetServiceConfigurationInfo,4.0,0.00012,0.000534999999217689,0.00041000000783242285,0.00041000000783242285,0.00041000000783242285,0.0004299999854993075,0.00044999999227002263,0.0008500000112690032,0.0008500000112690032,0.0008500000112690032,0.00018241436997986775,0.002139999996870756,0.0
test/Test_ArcGISPro_Ref.MapServer,MapServer,MapServer.GetLegendInfo,4.0,0.00012,0.002567499876022339,0.001290000043809414,0.001290000043809414,0.001290000043809414,0.0016899999463930726,0.00171999994199723,0.005570000037550926,0.005570000037550926,0.005570000037550926,0.0017417861023928266,0.010269999504089355,0.0
test/Test_ArcGISPro_Ref.MapServer,MapServer,MapServer.ExportMapImage,4.0,0.00012,0.2351524978876114,0.21830999851226807,0.21830999851226807,0.21830999851226807,0.23037999868392944,0.24435000121593475,0.2475699931383133,0.2475699931383133,0.2475699931383133,0.011675131579914943,0.9406099915504456,9.999999747378752e-06
test/Test_ArcGISPro_Ref.MapServer,MapServer,/legend,4.0,0.00012,0.002172500127926469,0.001509999972768128,0.001509999972768128,0.001509999972768128,0.001560000004246831,0.001560000004246831,0.00406000018119812,0.00406000018119812,0.00406000018119812,0.0010899398733072911,0.008690000511705875,0.0
test/Test_ArcGISPro_Ref.MapServer,MapServer,layers/0/query,4.0,0.00012,0.1049875020980835,0.012760000303387642,0.012760000303387642,0.012760000303387642,0.01310999970883131,0.01358999963849783,0.3804900050163269,0.3804900050163269,0.3804900050163269,0.15906171820191606,0.419950008392334,0.0
test/test_arcmap_ref.MapServer,MapServer,MapServer.GetDefaultMapName,4.0,0.00012,0.00043250000453554094,0.00039000000106170774,0.00039000000106170774,0.00039000000106170774,0.0004299999854993075,0.0004400000034365803,0.00046999999904073775,0.00046999999904073775,0.00046999999904073775,2.8613807689045625e-05,0.0017300000181421638,0.0
test/test_arcmap_ref.MapServer,MapServer,MapServer.IsFixedScaleMap,4.0,0.00012,0.0003924999909941107,0.00033999999868683517,0.00033999999868683517,0.00033999999868683517,0.00039000000106170774,0.0004199999966658652,0.0004199999966658652,0.0004199999966658652,0.0004199999966658652,3.2691741181142234e-05,0.0015699999639764428,0.0
BCU_ora.MapServer,MapServer,/,4.0,0.00012,0.07927750051021576,0.010209999978542328,0.010209999978542328,0.010209999978542328,0.012509999796748161,0.11118999868631363,0.18320000171661377,0.18320000171661377,0.18320000171661377,0.07253708074033675,0.31711000204086304,0.0
BCU_ora.MapServer,MapServer,/relationships,4.0,0.00012,0.000455000001238659,0.00039999998989515007,0.00039999998989515007,0.00039999998989515007,0.00044999999227002263,0.0004600000102072954,0.0005099999834783375,0.0005099999834783375,0.0005099999834783375,3.9051246694324476e-05,0.001820000004954636,0.0
Coll_Geo_2020/2020_Coll_Geo_Viewer_wBCU.MapServer,MapServer,MapServer.GetCacheStorageInfo,4.0,0.00012,0.00039499998092651367,0.0003800000122282654,0.0003800000122282654,0.0003800000122282654,0.00039999998989515007,0.00039999998989515007,0.00039999998989515007,0.00039999998989515007,0.00039999998989515007,8.660244367333997e-06,0.0015799999237060547,0.0
test/test_arcmap_ref.MapServer,MapServer,MapServer.ExportMapImage,3.0,9e-05,0.1269666701555252,0.11618000268936157,0.11618000268936157,0.11618000268936157,0.12738999724388123,0.13732999563217163,0.13732999563217163,0.13732999563217163,0.13732999563217163,0.008639635713466895,0.38089999556541443,0.0
test/test_arcmap_ref.MapServer,MapServer,MapServer.Identify,3.0,9e-05,0.042733334004879,0.004009999800473452,0.004009999800473452,0.004009999800473452,0.0041600000113248825,0.1200300008058548,0.1200300008058548,0.1200300008058548,0.1200300008058548,0.05465703156408602,0.1281999945640564,0.0
2020_Mail_Contact_Strategy.MapServer,MapServer,dynamicLayer,3.0,9e-05,0.01975666731595993,0.01954999938607216,0.01954999938607216,0.01954999938607216,0.01972999982535839,0.019990000873804092,0.019990000873804092,0.019990000873804092,0.019990000873804092,0.00018061684815772768,0.05927000194787979,0.0
AdCan/AdCan_County_Rec.MapServer,MapServer,layers/0/query,3.0,9e-05,0.8490666151046753,0.16303999722003937,0.16303999722003937,0.16303999722003937,0.26660001277923584,2.1175599098205566,2.1175599098205566,2.1175599098205566,2.1175599098205566,0.8979560350141708,2.5471999645233154,2.9999999242136255e-05
PES_BCU/PES_BCU_Search.MapServer,MapServer,MapServer.GetDefaultMapName,2.0,6e-05,0.0004999999655410647,0.0004600000102072954,0.0004600000102072954,0.0004600000102072954,0.0004600000102072954,0.000539999979082495,0.000539999979082495,0.000539999979082495,0.000539999979082495,3.999998443761037e-05,0.0009999999310821295,0.0
PES_BCU/PES_BCU_Search.MapServer,MapServer,MapServer.GetCacheStorageInfo,2.0,6e-05,0.0004149999876972288,0.0003499999875202775,0.0003499999875202775,0.0003499999875202775,0.0003499999875202775,0.0004799999878741801,0.0004799999878741801,0.0004799999878741801,0.0004799999878741801,6.500000017695129e-05,0.0008299999753944576,0.0
PES_BCU/PES_BCU_Search.MapServer,MapServer,MapServer.IsFixedScaleMap,2.0,6e-05,0.0004099999787285924,0.0003699999942909926,0.0003699999942909926,0.0003699999942909926,0.0003699999942909926,0.00044999999227002263,0.00044999999227002263,0.00044999999227002263,0.00044999999227002263,3.9999998989517656e-05,0.0008199999574571848,0.0
PES_BCU/PES_BCU_Search.MapServer,MapServer,/legend,2.0,6e-05,0.046620000153779984,0.0385500006377697,0.0385500006377697,0.0385500006377697,0.0385500006377697,0.05468999966979027,0.05468999966979027,0.05468999966979027,0.05468999966979027,0.008069999516010284,0.09324000030755997,0.0
SampleWorldCities.MapServer,MapServer,/,2.0,6e-05,0.9538600444793701,0.8134199976921082,0.8134199976921082,0.8134199976921082,0.8134199976921082,1.0943000316619873,1.0943000316619873,1.0943000316619873,1.0943000316619873,0.14044001698494274,1.9077200889587402,1.9999999494757503e-05
VTD/VotingDistrictsViewer.MapServer,MapServer,MapServer.GetDefaultMapName,2.0,6e-05,0.00041500001680105925,0.00041000000783242285,0.00041000000783242285,0.00041000000783242285,0.00041000000783242285,0.0004199999966658652,0.0004199999966658652,0.0004199999966658652,0.0004199999966658652,4.999994416742341e-06,0.0008300000336021185,0.0
VTD/VotingDistrictsViewer.MapServer,MapServer,MapServer.GetCacheStorageInfo,2.0,6e-05,0.00033000000985339284,0.00031999999191612005,0.00031999999191612005,0.00031999999191612005,0.00031999999191612005,0.00033999999868683517,0.00033999999868683517,0.00033999999868683517,0.00033999999868683517,1.0000003385368147e-05,0.0006600000197067857,0.0
VTD/VotingDistrictsViewer.MapServer,MapServer,MapServer.IsFixedScaleMap,2.0,6e-05,0.0003549999964889139,0.00033999999868683517,0.00033999999868683517,0.00033999999868683517,0.00033999999868683517,0.0003699999942909926,0.0003699999942909926,0.0003699999942909926,0.0003699999942909926,1.4999997802078724e-05,0.0007099999929778278,0.0
IntProdPortal/2020_IFAC_Universe.MapServer,MapServer,MapServer.GetDefaultMapName,2.0,6e-05,0.0012199999764561653,0.0004600000102072954,0.0004600000102072954,0.0004600000102072954,0.0004600000102072954,0.001979999942705035,0.001979999942705035,0.001979999942705035,0.001979999942705035,0.0007599999662488699,0.0024399999529123306,0.0
IntProdPortal/2020_IFAC_Universe.MapServer,MapServer,MapServer.GetCacheStorageInfo,2.0,6e-05,0.0004199999966658652,0.0003600000054575503,0.0003600000054575503,0.0003600000054575503,0.0003600000054575503,0.0004799999878741801,0.0004799999878741801,0.0004799999878741801,0.0004799999878741801,5.9999991208314896e-05,0.0008399999933317304,0.0
IntProdPortal/2020_IFAC_Universe.MapServer,MapServer,MapServer.IsFixedScaleMap,2.0,6e-05,0.0004249999765306711,0.0004199999966658652,0.0004199999966658652,0.0004199999966658652,0.0004199999966658652,0.0004299999854993075,0.0004299999854993075,0.0004299999854993075,0.0004299999854993075,4.999994416742341e-06,0.0008499999530613422,0.0
IntProdPortal/2020_IFAC_Universe2.MapServer,MapServer,dynamicLayer,2.0,6e-05,0.006134999915957451,0.005869999993592501,0.005869999993592501,0.005869999993592501,0.005869999993592501,0.006399999838322401,0.006399999838322401,0.006399999838322401,0.006399999838322401,0.0002649999223649502,0.012269999831914902,0.0
IntProdPortal/2020_IFAC_Universe2.MapServer,MapServer,dynamicLayer/query,2.0,6e-05,13.254654884338379,13.146699905395508,13.146699905395508,13.146699905395508,13.146699905395508,13.36260986328125,13.36260986328125,13.36260986328125,13.36260986328125,0.1079549789428711,26.509309768676758,0.0003100000030826777
IntProdPortal/2020_TEA.MapServer,MapServer,MapServer.GetDefaultMapName,2.0,6e-05,0.002050000010058284,0.0019399999873712659,0.0019399999873712659,0.0019399999873712659,0.0019399999873712659,0.00215999991632998,0.00215999991632998,0.00215999991632998,0.00215999991632998,0.0001099999644793724,0.004100000020116568,0.0
IntProdPortal/2020_TEA.MapServer,MapServer,MapServer.GetCacheStorageInfo,2.0,6e-05,0.0003600000054575503,0.00033000000985339284,0.00033000000985339284,0.00033000000985339284,0.00033000000985339284,0.00039000000106170774,0.00039000000106170774,0.00039000000106170774,0.00039000000106170774,2.9999995604157448e-05,0.0007200000109151006,0.0
IntProdPortal/2020_TEA.MapServer,MapServer,MapServer.IsFixedScaleMap,2.0,6e-05,0.0004249999765306711,0.0004199999966658652,0.0004199999966658652,0.0004199999966658652,0.0004199999966658652,0.0004299999854993075,0.0004299999854993075,0.0004299999854993075,0.0004299999854993075,4.999994416742341e-06,0.0008499999530613422,0.0
IntProdPortal/2020_TEA.MapServer,MapServer,layers/0/query,2.0,6e-05,1.3109500408172607,1.1306999921798706,1.1306999921798706,1.1306999921798706,1.1306999921798706,1.4911999702453613,1.4911999702453613,1.4911999702453613,1.4911999702453613,0.18024998903275521,2.6219000816345215,2.9999999242136255e-05
LUCA/BASEMAP_2016.MapServer,MapServer,layers/0/query,2.0,6e-05,0.0015150000108405948,0.0006799999973736703,0.0006799999973736703,0.0006799999973736703,0.0006799999973736703,0.0023499999660998583,0.0023499999660998583,0.0023499999660998583,0.0023499999660998583,0.0008349999843630945,0.0030300000216811895,0.0
VTD/VotingDistrictsViewer_156fs.MapServer,MapServer,/,2.0,6e-05,0.16957999765872955,0.1531199961900711,0.1531199961900711,0.1531199961900711,0.1531199961900711,0.186039999127388,0.186039999127388,0.186039999127388,0.186039999127388,0.016460001468658447,0.3391599953174591,0.0
test/test_arcmap_ref.MapServer,MapServer,/,2.0,6e-05,0.09307999908924103,0.07423999905586243,0.07423999905586243,0.07423999905586243,0.07423999905586243,0.11191999912261963,0.11191999912261963,0.11191999912261963,0.11191999912261963,0.0188400000333786,0.18615999817848206,0.0
test/test_arcmap_ref.MapServer,MapServer,MapServer.GetServerInfo,2.0,6e-05,0.0014199999859556556,0.000859999970998615,0.000859999970998615,0.000859999970998615,0.000859999970998615,0.001979999942705035,0.001979999942705035,0.001979999942705035,0.001979999942705035,0.0005599999858532109,0.002839999971911311,0.0
test/test_arcmap_ref.MapServer,MapServer,MapServer.GetCacheDescriptionInfo,2.0,6e-05,0.0003850000211969018,0.0003600000054575503,0.0003600000054575503,0.0003600000054575503,0.0003600000054575503,0.00041000000783242285,0.00041000000783242285,0.00041000000783242285,0.00041000000783242285,2.5000001187440518e-05,0.0007700000423938036,0.0
test/test_arcmap_ref.MapServer,MapServer,MapServer.HasSingleFusedMapCache,2.0,6e-05,0.000375000003259629,0.0003499999875202775,0.0003499999875202775,0.0003499999875202775,0.0003499999875202775,0.00039999998989515007,0.00039999998989515007,0.00039999998989515007,0.00039999998989515007,2.5000001187440518e-05,0.000750000006519258,0.0
test/test_arcmap_ref.MapServer,MapServer,MapServer.GetServiceConfigurationInfo,2.0,6e-05,0.0004199999966658652,0.0003699999942909926,0.0003699999942909926,0.0003699999942909926,0.0003699999942909926,0.00046999999904073775,0.00046999999904073775,0.00046999999904073775,0.00046999999904073775,5.0000002374872565e-05,0.0008399999933317304,0.0
test/test_arcmap_ref.MapServer,MapServer,MapServer.GetLegendInfo,2.0,6e-05,0.008230000734329224,0.005640000104904175,0.005640000104904175,0.005640000104904175,0.005640000104904175,0.010820000432431698,0.010820000432431698,0.010820000432431698,0.010820000432431698,0.0025900001637638036,0.016460001468658447,0.0
test/test_arcmap_ref.MapServer,MapServer,/legend,2.0,6e-05,0.006324999965727329,0.00610999995842576,0.00610999995842576,0.00610999995842576,0.00610999995842576,0.006539999973028898,0.006539999973028898,0.006539999973028898,0.006539999973028898,0.00021500000730156898,0.012649999931454659,0.0
test/test_arcmap_ref.MapServer,MapServer,/export,2.0,6e-05,0.08592499792575836,0.05993000045418739,0.05993000045418739,0.05993000045418739,0.05993000045418739,0.11191999912261963,0.11191999912261963,0.11191999912261963,0.11191999912261963,0.025994999334216184,0.17184999585151672,0.0
2020_Coll_Geo_Viewer.MapServer,MapServer,/,2.0,6e-05,0.5151549577713013,0.503849983215332,0.503849983215332,0.503849983215332,0.503849983215332,0.5264599919319153,0.5264599919319153,0.5264599919319153,0.5264599919319153,0.011305004358330909,1.0303099155426025,9.999999747378752e-06
AdCan/AdCan_County_Proc.MapServer,MapServer,dynamicLayer/query,2.0,6e-05,0.07305499911308289,0.023269999772310257,0.023269999772310257,0.023269999772310257,0.023269999772310257,0.12284000217914581,0.12284000217914581,0.12284000217914581,0.12284000217914581,0.04978500120341781,0.14610999822616577,0.0
Coll_Geo_2020/2020_Coll_Geo_Viewer.MapServer,MapServer,dynamicLayer/query,2.0,6e-05,0.11306999623775482,0.07524999976158142,0.07524999976158142,0.07524999976158142,0.07524999976158142,0.15088999271392822,0.15088999271392822,0.15088999271392822,0.15088999271392822,0.0378199964761734,0.22613999247550964,0.0
Coll_Geo_2020/BCU_73.MapServer,MapServer,/legend,2.0,6e-05,0.005704999901354313,0.005679999943822622,0.005679999943822622,0.005679999943822622,0.005679999943822622,0.0057299998588860035,0.0057299998588860035,0.0057299998588860035,0.0057299998588860035,2.4999957531690598e-05,0.011409999802708626,0.0
MyMapService.MapServer,MapServer,MapServer.GetDefaultMapName,1.0,3e-05,0.00046999999904073775,0.00046999999904073775,0.00046999999904073775,0.00046999999904073775,0.00046999999904073775,0.00046999999904073775,0.00046999999904073775,0.00046999999904073775,0.00046999999904073775,0.0,0.00046999999904073775,0.0
MyMapService.MapServer,MapServer,MapServer.GetServerInfo,1.0,3e-05,0.0033499998971819878,0.0033499998971819878,0.0033499998971819878,0.0033499998971819878,0.0033499998971819878,0.0033499998971819878,0.0033499998971819878,0.0033499998971819878,0.0033499998971819878,0.0,0.0033499998971819878,0.0
MyMapService.MapServer,MapServer,MapServer.GetCacheDescriptionInfo,1.0,3e-05,0.00044999999227002263,0.00044999999227002263,0.00044999999227002263,0.00044999999227002263,0.00044999999227002263,0.00044999999227002263,0.00044999999227002263,0.00044999999227002263,0.00044999999227002263,0.0,0.00044999999227002263,0.0
MyMapService.MapServer,MapServer,MapServer.HasSingleFusedMapCache,1.0,3e-05,0.0004299999854993075,0.0004299999854993075,0.0004299999854993075,0.0004299999854993075,0.0004299999854993075,0.0004299999854993075,0.0004299999854993075,0.0004299999854993075,0.0004299999854993075,0.0,0.0004299999854993075,0.0
MyMapService.MapServer,MapServer,MapServer.IsFixedScaleMap,1.0,3e-05,0.00039999998989515007,0.00039999998989515007,0.00039999998989515007,0.00039999998989515007,0.00039999998989515007,0.00039999998989515007,0.00039999998989515007,0.00039999998989515007,0.00039999998989515007,0.0,0.00039999998989515007,0.0
MyMapService.MapServer,MapServer,MapServer.GetServiceConfigurationInfo,1.0,3e-05,0.0006099999882280827,0.0006099999882280827,0.0006099999882280827,0.0006099999882280827,0.0006099999882280827,0.0006099999882280827,0.0006099999882280827,0.0006099999882280827,0.0006099999882280827,0.0,0.0006099999882280827,0.0
MyMapService.MapServer,MapServer,MapServer.GetLegendInfo,1.0,3e-05,0.007699999958276749,0.007699999958276749,0.007699999958276749,0.007699999958276749,0.007699999958276749,0.007699999958276749,0.007699999958276749,0.007699999958276749,0.007699999958276749,0.0,0.007699999958276749,0.0
MyMapService.MapServer,MapServer,MapServer.ExportMapImage,1.0,3e-05,0.17015999555587769,0.17015999555587769,0.17015999555587769,0.17015999555587769,0.17015999555587769,0.17015999555587769,0.17015999555587769,0.17015999555587769,0.17015999555587769,0.0,0.17015999555587769,0.0
test/Test_ArcGISPro_Ref.MapServer,MapServer,/,1.0,3e-05,0.1278200000524521,0.1278200000524521,0.1278200000524521,0.1278200000524521,0.1278200000524521,0.1278200000524521,0.1278200000524521,0.1278200000524521,0.1278200000524521,0.0,0.1278200000524521,0.0
test/Test_ArcGISPro_Ref.MapServer,MapServer,/layers/0,1.0,3e-05,0.006579999811947346,0.006579999811947346,0.006579999811947346,0.006579999811947346,0.006579999811947346,0.006579999811947346,0.006579999811947346,0.006579999811947346,0.006579999811947346,0.0,0.006579999811947346,0.0
2020_Mail_Contact_Strategy.MapServer,MapServer,dynamicLayer/query,1.0,3e-05,0.7509599924087524,0.7509599924087524,0.7509599924087524,0.7509599924087524,0.7509599924087524,0.7509599924087524,0.7509599924087524,0.7509599924087524,0.7509599924087524,0.0,0.7509599924087524,9.999999747378752e-06
AdCan/AdCan_County_Proc.MapServer,MapServer,dynamicLayer,1.0,3e-05,0.1012599989771843,0.1012599989771843,0.1012599989771843,0.1012599989771843,0.1012599989771843,0.1012599989771843,0.1012599989771843,0.1012599989771843,0.1012599989771843,0.0,0.1012599989771843,0.0
bas20gdb_BCU_73_pt_min.MapServer,MapServer,/,1.0,3e-05,0.11800000071525574,0.11800000071525574,0.11800000071525574,0.11800000071525574,0.11800000071525574,0.11800000071525574,0.11800000071525574,0.11800000071525574,0.11800000071525574,0.0,0.11800000071525574,0.0
bas20gdb_BCU_73_pt_min.MapServer,MapServer,/legend,1.0,3e-05,0.0035500000230968,0.0035500000230968,0.0035500000230968,0.0035500000230968,0.0035500000230968,0.0035500000230968,0.0035500000230968,0.0035500000230968,0.0035500000230968,0.0,0.0035500000230968,0.0
BCU_ora.MapServer,MapServer,/queryDomains,1.0,3e-05,0.17878000438213348,0.17878000438213348,0.17878000438213348,0.17878000438213348,0.17878000438213348,0.17878000438213348,0.17878000438213348,0.17878000438213348,0.17878000438213348,0.0,0.17878000438213348,0.0
Coll_Geo_2020/2020_Coll_Geo_Viewer.MapServer,MapServer,layers/3/query,1.0,3e-05,0.2612699866294861,0.2612699866294861,0.2612699866294861,0.2612699866294861,0.2612699866294861,0.2612699866294861,0.2612699866294861,0.2612699866294861,0.2612699866294861,0.0,0.2612699866294861,0.0
Coll_Geo_2020/2020_Coll_Geo_Viewer.MapServer,MapServer,MapServer.GetDefaultMapName,1.0,3e-05,0.0019000000320374966,0.0019000000320374966,0.0019000000320374966,0.0019000000320374966,0.0019000000320374966,0.0019000000320374966,0.0019000000320374966,0.0019000000320374966,0.0019000000320374966,0.0,0.0019000000320374966,0.0
Coll_Geo_2020/2020_Coll_Geo_Viewer.MapServer,MapServer,MapServer.GetCacheStorageInfo,1.0,3e-05,0.0004199999966658652,0.0004199999966658652,0.0004199999966658652,0.0004199999966658652,0.0004199999966658652,0.0004199999966658652,0.0004199999966658652,0.0004199999966658652,0.0004199999966658652,0.0,0.0004199999966658652,0.0
Coll_Geo_2020/2020_Coll_Geo_Viewer.MapServer,MapServer,MapServer.IsFixedScaleMap,1.0,3e-05,0.0005200000014156103,0.0005200000014156103,0.0005200000014156103,0.0005200000014156103,0.0005200000014156103,0.0005200000014156103,0.0005200000014156103,0.0005200000014156103,0.0005200000014156103,0.0,0.0005200000014156103,0.0
Coll_Geo_2020/2020_Coll_Geo_Viewer.MapServer,MapServer,layers/26/query,1.0,3e-05,0.4000999927520752,0.4000999927520752,0.4000999927520752,0.4000999927520752,0.4000999927520752,0.4000999927520752,0.4000999927520752,0.4000999927520752,0.4000999927520752,0.0,0.4000999927520752,0.0
Coll_Geo_2020/BCU_73.MapServer,MapServer,MapServer.GetDefaultMapName,1.0,3e-05,0.0006600000197067857,0.0006600000197067857,0.0006600000197067857,0.0006600000197067857,0.0006600000197067857,0.0006600000197067857,0.0006600000197067857,0.0006600000197067857,0.0006600000197067857,0.0,0.0006600000197067857,0.0
Coll_Geo_2020/BCU_73.MapServer,MapServer,MapServer.IsFixedScaleMap,1.0,3e-05,0.0005200000014156103,0.0005200000014156103,0.0005200000014156103,0.0005200000014156103,0.0005200000014156103,0.0005200000014156103,0.0005200000014156103,0.0005200000014156103,0.0005200000014156103,0.0,0.0005200000014156103,0.0
Coll_Geo_2020/BCU_73_query.MapServer,MapServer,MapServer.GetDefaultMapName,1.0,3e-05,0.0004299999854993075,0.0004299999854993075,0.0004299999854993075,0.0004299999854993075,0.0004299999854993075,0.0004299999854993075,0.0004299999854993075,0.0004299999854993075,0.0004299999854993075,0.0,0.0004299999854993075,0.0
Coll_Geo_2020/BCU_73_query.MapServer,MapServer,MapServer.GetCacheStorageInfo,1.0,3e-05,0.00031999999191612005,0.00031999999191612005,0.00031999999191612005,0.00031999999191612005,0.00031999999191612005,0.00031999999191612005,0.00031999999191612005,0.00031999999191612005,0.00031999999191612005,0.0,0.00031999999191612005,0.0
Coll_Geo_2020/BCU_73_query.MapServer,MapServer,MapServer.IsFixedScaleMap,1.0,3e-05,0.00046999999904073775,0.00046999999904073775,0.00046999999904073775,0.00046999999904073775,0.00046999999904073775,0.00046999999904073775,0.00046999999904073775,0.00046999999904073775,0.00046999999904073775,0.0,0.00046999999904073775,0.0
Coll_Geo_2020/Map.MapServer,MapServer,/,1.0,3e-05,0.1320900022983551,0.1320900022983551,0.1320900022983551,0.1320900022983551,0.1320900022983551,0.1320900022983551,0.1320900022983551,0.1320900022983551,0.1320900022983551,0.0,0.1320900022983551,0.0
Coll_Geo_2020/Map.MapServer,MapServer,MapServer.GetDefaultMapName,1.0,3e-05,0.0005499999970197678,0.0005499999970197678,0.0005499999970197678,0.0005499999970197678,0.0005499999970197678,0.0005499999970197678,0.0005499999970197678,0.0005499999970197678,0.0005499999970197678,0.0,0.0005499999970197678,0.0
Coll_Geo_2020/Map.MapServer,MapServer,MapServer.IsFixedScaleMap,1.0,3e-05,0.0005000000237487257,0.0005000000237487257,0.0005000000237487257,0.0005000000237487257,0.0005000000237487257,0.0005000000237487257,0.0005000000237487257,0.0005000000237487257,0.0005000000237487257,0.0,0.0005000000237487257,0.0
,,,,,,,,,,,,,,,,
