Resource,Capability,Method,Count,Count_Pct,Avg,Min,P5,P25,P50,P75,P95,P99,Max,Stdev,Sum,Sum_Pct
Coll_Geo_2020/2020_Coll_Geo_Viewer_wBCU.MapServer,MapServer,layers/44/query,143.0,0.00418,0.26660075783729553,0.004399999976158142,0.007660000119358301,0.08246999979019165,0.2976999878883362,0.35975000262260437,0.4663200080394745,1.0026600360870361,1.604889988899231,0.19980991972574472,38.12390899658203,0.00044999999227002263
Coll_Geo_2020/2020_Coll_Geo_Viewer_wBCU.MapServer,MapServer,layers/51/query,138.0,0.00404,0.1404644250869751,0.007149999961256981,0.007290000095963478,0.020899999886751175,0.026419999077916145,0.04548000171780586,0.6625800132751465,0.7105000019073486,1.005429983139038,0.23392244801027198,19.384090423583984,0.0002300000051036477
Coll_Geo_2020/2020_Coll_Geo_Viewer_wBCU.MapServer,MapServer,layers/20/query,128.0,0.00374,0.5138753652572632,0.0016599999507889152,0.004189999774098396,0.30612999200820923,0.5185800194740295,0.6703000068664551,0.8221499919891357,1.5776499509811401,5.170269966125488,0.5126157676351446,65.77604675292969,0.0007800000021234155
Coll_Geo_2020/2020_Coll_Geo_Viewer_wBCU.MapServer,MapServer,layers/16/query,128.0,0.00374,0.17371226847171783,0.0039900001138448715,0.004100000020116568,0.06384000182151794,0.1367100030183792,0.15869000554084778,0.28336000442504883,0.5621299743652344,5.240920066833496,0.45874184187021816,22.235170364379883,0.00026000000070780516
Coll_Geo_2020/2020_Coll_Geo_Viewer_wBCU.MapServer,MapServer,layers/30/query,124.0,0.00363,0.12572887539863586,0.003920000046491623,0.004110000096261501,0.057360000908374786,0.09864000231027603,0.12159000337123871,0.39563998579978943,0.4428899884223938,1.1385799646377563,0.13831921121826468,15.59037971496582,0.00018000000272877514
Coll_Geo_2020/2020_Coll_Geo_Viewer_wBCU.MapServer,MapServer,layers/26/query,123.0,0.0036,0.09204162657260895,0.004000000189989805,0.004149999935179949,0.028379999101161957,0.05150999873876572,0.07276999950408936,0.35074999928474426,0.5411099791526794,1.0653599500656128,0.13699766834630606,11.321120262145996,0.00013000000035390258
PES_BCU/PES_BCU_Search.MapServer,MapServer,layers/6/query,122.0,0.00357,0.08553910255432129,0.01152000017464161,0.02297000028192997,0.032419998198747635,0.04741999879479408,0.06406000256538391,0.17637999355793,0.4258100092411041,2.1854400634765625,0.2020466064003636,10.435770034790039,0.00011999999696854502
2020_Mail_Contact_Strategy.MapServer,MapServer,/export,90.0,0.00263,0.30309921503067017,0.06740999966859818,0.10324999690055847,0.2137800008058548,0.30531999468803406,0.3795599937438965,0.504859983921051,0.6688100099563599,0.6688100099563599,0.13490170979738506,27.2789306640625,0.00031999999191612005
Audit_Data.MapServer,MapServer,layers/1/query,78.0,0.00228,0.035738203674554825,0.000859999970998615,0.0009299999801442027,0.0012199999764561653,0.003530000103637576,0.01104000024497509,0.0630199983716011,1.5513499975204468,1.5513499975204468,0.18163969969864383,2.7875800132751465,2.9999999242136255e-05
Audit_Data.MapServer,MapServer,layers/4/query,75.0,0.00219,0.02242213301360607,0.0009800000116229057,0.001560000004246831,0.0017000000225380063,0.0019499999471008778,0.029910000041127205,0.12297999858856201,0.18318000435829163,0.18318000435829163,0.03645408029597055,1.6816599369049072,1.9999999494757503e-05
BCU_ora.MapServer,MapServer,layers/0/query,74.0,0.00216,0.19318459928035736,0.0016400000313296914,0.02694999985396862,0.0568000003695488,0.13095000386238098,0.26631999015808105,0.5243099927902222,0.557449996471405,0.557449996471405,0.14820168940838616,14.295660018920898,0.00016999999934341758
Coll_Geo_2020/2020_Coll_Geo_Viewer.MapServer,MapServer,/export,52.0,0.00152,0.9326279163360596,0.23855000734329224,0.37171000242233276,0.7009000182151794,0.8065800070762634,1.1438499689102173,1.8260300159454346,2.154010057449341,2.154010057449341,0.39474326720886566,48.49665069580078,0.0005799999926239252
bas20gdb_BCU_73_pt_min.MapServer,MapServer,layers/0/query,47.0,0.00137,8.307365417480469,0.00860000029206276,0.00872000027447939,0.008899999782443047,0.009460000321269035,0.07943999767303467,49.009220123291016,106.33045196533203,106.33045196533203,22.948904010914898,390.4461669921875,0.004629999864846468
AdCan/AdCan_County_Rec.MapServer,MapServer,/export,46.0,0.00135,0.8307717442512512,0.15307000279426575,0.20255999267101288,0.4225800037384033,0.770829975605011,1.0610100030899048,1.698889970779419,1.9647300243377686,1.9647300243377686,0.47048558849203925,38.21549987792969,0.00044999999227002263
Coll_Geo_2020/2020_Coll_Geo_Viewer_wBCU.MapServer,MapServer,layers/32/query,42.0,0.00123,0.14639165997505188,0.042899999767541885,0.04830000177025795,0.07643000036478043,0.10170000046491623,0.1447400003671646,0.27757999300956726,0.8635799884796143,0.8635799884796143,0.13726221822055423,6.148449897766113,7.000000186963007e-05
IntProdPortal/2020_IFAC_Universe.MapServer,MapServer,/export,39.0,0.00114,12.803603172302246,0.0522099994122982,0.08070000261068344,0.15335999429225922,0.22039000689983368,3.4855198860168457,171.7318115234375,181.075927734375,181.075927734375,38.7591328495337,499.34051513671875,0.005919999908655882
AdCan/AdCan_County_Proc.MapServer,MapServer,/export,38.0,0.00111,0.9795963168144226,0.14895999431610107,0.19393999874591827,0.6186500191688538,1.0477800369262695,1.1825200319290161,1.6737099885940552,1.8703700304031372,1.8703700304031372,0.42046999577572886,37.22465896606445,0.0004400000034365803
AdCan/AdCan_BCU.MapServer,MapServer,/export,37.0,0.00108,4.012980937957764,0.2266799956560135,0.2636600136756897,0.46904000639915466,1.3368099927902222,7.934450149536133,10.255220413208008,13.440710067749023,13.440710067749023,3.875553000249873,148.48028564453125,0.0017600000137463212
Coll_Geo_2020/2020_Coll_Geo_Viewer_wBCU.MapServer,MapServer,layers/42/query,31.0,0.00091,0.09035871177911758,0.01638999953866005,0.03254000097513199,0.06261000037193298,0.08282999694347382,0.09499000012874603,0.16639000177383423,0.33480000495910645,0.33480000495910645,0.0551213519974317,2.8011200428009033,2.9999999242136255e-05
AdCan/AdCan_State_Rec.MapServer,MapServer,/export,28.0,0.00082,0.3508228659629822,0.09657999873161316,0.10221000015735626,0.2555299997329712,0.3805299997329712,0.43432000279426575,0.49195998907089233,0.5885199904441833,0.5885199904441833,0.12589844062340674,9.823040008544922,0.00011999999696854502
IntProdPortal/2020_TEA.MapServer,MapServer,/export,27.0,0.00079,4.238463878631592,0.09627000242471695,0.15211999416351318,0.5998600125312805,1.0396599769592285,8.685700416564941,11.460439682006836,18.435840606689453,18.435840606689453,4.909750731555021,114.43852233886719,0.0013599999947473407
IntProdPortal/2020_IFAC_Universe2.MapServer,MapServer,/export,23.0,0.00067,14.345002174377441,0.1340399980545044,0.16545000672340393,1.6855800151824951,2.2305901050567627,22.417539596557617,77.44159698486328,87.46105194091797,87.46105194091797,23.08334898755755,329.93505859375,0.003909999970346689
AdCan/AdCan_State_Proc.MapServer,MapServer,/export,23.0,0.00067,0.33567479252815247,0.0945499986410141,0.10284999758005142,0.22830000519752502,0.3822000026702881,0.4301399886608124,0.47738999128341675,0.6284800171852112,0.6284800171852112,0.13832017266221452,7.72052001953125,9.000000136438757e-05
Coll_Geo_2020/BCU_73.MapServer,MapServer,/export,23.0,0.00067,0.8207021951675415,0.09299000352621078,0.18116000294685364,0.19068999588489532,0.2904999852180481,1.271690011024475,3.2865400314331055,3.305759906768799,3.305759906768799,0.9353259429429464,18.876150131225586,0.00022000000171829015
Coll_Geo_2020/2020_Coll_Geo_Viewer_wBCU.MapServer,MapServer,/legend,19.0,0.00056,0.05086789280176163,0.035909999161958694,0.035909999161958694,0.03678999841213226,0.05014000087976456,0.053360000252723694,0.1535400003194809,0.1535400003194809,0.1535400003194809,0.025381612780709762,0.9664899706840515,9.999999747378752e-06
Coll_Geo_2020/2020_Coll_Geo_Viewer_wBCU.MapServer,MapServer,layers/43/query,19.0,0.00056,0.06394684314727783,0.03353999927639961,0.03353999927639961,0.0517599992454052,0.06932999938726425,0.07143999636173248,0.08758000284433365,0.08758000284433365,0.08758000284433365,0.014019167839600298,1.2149900197982788,9.999999747378752e-06
Coll_Geo_2020/2020_Coll_Geo_Viewer.MapServer,MapServer,/legend,18.0,0.00053,0.20614445209503174,0.09893999993801117,0.09893999993801117,0.20497000217437744,0.21172000467777252,0.21387000381946564,0.23167000710964203,0.23167000710964203,0.23167000710964203,0.027281045233999462,3.7106001377105713,3.9999998989515007e-05
Coll_Geo_2020/2020_Coll_Geo_Viewer_wBCU.MapServer,MapServer,/,18.0,0.00053,0.9184872508049011,0.33928999304771423,0.33928999304771423,0.5551900267601013,0.6035599708557129,0.6708700060844421,3.714750051498413,3.714750051498413,3.714750051498413,0.7767292179702987,16.53277015686035,0.00019999999494757503
Coll_Geo_2020/2020_Coll_Geo_Viewer_wBCU.MapServer,MapServer,layers/9/query,18.0,0.00053,0.17971666157245636,0.0838799998164177,0.0838799998164177,0.14827999472618103,0.19046999514102936,0.21313999593257904,0.2563199996948242,0.2563199996948242,0.2563199996948242,0.045159419161623034,3.2348999977111816,3.9999998989515007e-05
Coll_Geo_2020/2020_Coll_Geo_Viewer_wBCU.MapServer,MapServer,layers/50/query,18.0,0.00053,0.4101933240890503,0.3056100010871887,0.3056100010871887,0.3384000062942505,0.3938800096511841,0.4447000026702881,0.5301899909973145,0.5301899909973145,0.5301899909973145,0.06729389270587334,7.383480072021484,9.000000136438757e-05
LUCA/BASEMAP_2016.MapServer,MapServer,/,17.0,0.0005,0.6231176257133484,0.07670000195503235,0.07670000195503235,0.11242000013589859,0.1761299967765808,0.9264199733734131,2.4237101078033447,2.4237101078033447,2.4237101078033447,0.7216703744996152,10.593000411987305,0.00013000000035390258
Coll_Geo_2020/2020_Coll_Geo_Viewer_wBCU.MapServer,MapServer,layers/49/query,17.0,0.0005,0.3187229335308075,0.06177999824285507,0.06177999824285507,0.24264000356197357,0.297870010137558,0.34981998801231384,0.7099999785423279,0.7099999785423279,0.7099999785423279,0.13733309625375553,5.418290138244629,5.999999848427251e-05
Coll_Geo_2020/2020_Coll_Geo_Viewer_wBCU.MapServer,MapServer,layers/15/query,17.0,0.0005,0.18388353288173676,0.10770999640226364,0.10770999640226364,0.16745999455451965,0.18976999819278717,0.20791999995708466,0.24053999781608582,0.24053999781608582,0.24053999781608582,0.031738905226407065,3.1260199546813965,3.9999998989515007e-05
VTD/VotingDistrictsViewer.MapServer,MapServer,/,16.0,0.00047,0.46448999643325806,0.13845999538898468,0.13845999538898468,0.16955000162124634,0.20207999646663666,0.7619699835777283,1.0661200284957886,1.0661200284957886,1.0661200284957886,0.33753227902837196,7.431839942932129,9.000000136438757e-05
Coll_Geo_2020/2020_Coll_Geo_Viewer_wBCU.MapServer,MapServer,layers/8/query,15.0,0.00044,0.12852799892425537,0.04442000016570091,0.04442000016570091,0.09074000269174576,0.14608000218868256,0.16204999387264252,0.18956999480724335,0.18956999480724335,0.18956999480724335,0.04761321156173488,1.9279199838638306,1.9999999494757503e-05
Coll_Geo_2020/BCU_73.MapServer,MapServer,layers/1/query,14.0,0.00041,78.47846984863281,7.135379791259766,7.135379791259766,66.31266784667969,74.61698150634766,95.57594299316406,123.7396469116211,123.7396469116211,123.7396469116211,27.77328900824584,1098.6986083984375,0.013030000030994415
AdCan/AdCan_County_Proc.MapServer,MapServer,/legend,13.0,0.00038,0.07232154160737991,0.047370001673698425,0.047370001673698425,0.0678199976682663,0.06970000267028809,0.07265999913215637,0.09932000190019608,0.09932000190019608,0.09932000190019608,0.013774017090787988,0.9401800036430359,9.999999747378752e-06
PES_BCU/PES_BCU_Search.MapServer,MapServer,/,12.0,0.00035,0.8754374980926514,0.19754000008106232,0.19754000008106232,0.20180000364780426,0.6771399974822998,1.2130999565124512,2.385859966278076,2.385859966278076,2.385859966278076,0.6736419921556704,10.505249977111816,0.00011999999696854502
VTD/VotingDistrictsViewer_156fs.MapServer,MapServer,/export,12.0,0.00035,2.274115800857544,0.7138800024986267,0.7138800024986267,1.0195800065994263,1.1405199766159058,3.8006200790405273,4.8354997634887695,4.8354997634887695,4.8354997634887695,1.520402306801323,27.28938865661621,0.00031999999191612005
AdCan/AdCan_County_Rec.MapServer,MapServer,/legend,12.0,0.00035,0.07471500337123871,0.05688999965786934,0.05688999965786934,0.06866999715566635,0.07074999809265137,0.07231999933719635,0.09527000039815903,0.09527000039815903,0.09527000039815903,0.010807812908627824,0.8965799808502197,9.999999747378752e-06
Coll_Geo_2020/2020_Coll_Geo_Viewer_wBCU.MapServer,MapServer,MapServer.IsFixedScaleMap,12.0,0.00035,0.0004741666780319065,0.0003600000054575503,0.0003600000054575503,0.0004299999854993075,0.0004600000102072954,0.0005099999834783375,0.0005799999926239252,0.0005799999926239252,0.0005799999926239252,5.574620201036037e-05,0.005690000019967556,0.0
Coll_Geo_2020/2020_Coll_Geo_Viewer_wBCU.MapServer,MapServer,layers/3/query,12.0,0.00035,0.11181750148534775,0.04462999850511551,0.04462999850511551,0.06892000138759613,0.07677000015974045,0.11412999778985977,0.313400000333786,0.313400000333786,0.313400000333786,0.07287405702977943,1.3418099880218506,1.9999999494757503e-05
Coll_Geo_2020/BCU_73_query.MapServer,MapServer,/,12.0,0.00035,0.06712750345468521,0.00203000009059906,0.00203000009059906,0.0020800000056624413,0.07581000030040741,0.1136699989438057,0.11623000353574753,0.11623000353574753,0.11623000353574753,0.04846389667720812,0.8055300116539001,9.999999747378752e-06
IntProdPortal/2020_IFAC_Universe.MapServer,MapServer,/,11.0,0.00032,0.5962945222854614,0.0659400001168251,0.0659400001168251,0.10093999654054642,0.8449599742889404,0.979610025882721,1.4757100343704224,1.4757100343704224,1.4757100343704224,0.48810046150324604,6.559239864349365,7.999999797903001e-05
IntProdPortal/2020_TEA.MapServer,MapServer,/,10.0,0.00029,0.5171080231666565,0.08329000324010849,0.08329000324010849,0.11381000280380249,0.13976000249385834,0.9343900084495544,1.1126999855041504,1.1126999855041504,1.1126999855041504,0.42938444013578786,5.171080112457275,5.999999848427251e-05
test/test_arcmap_ref.MapServer,MapServer,layers/0/query,10.0,0.00029,0.07865799963474274,0.015519999898970127,0.015519999898970127,0.016270000487565994,0.01672999933362007,0.01696999929845333,0.544160008430481,0.544160008430481,0.544160008430481,0.15770591808077933,0.7865800261497498,9.999999747378752e-06
Coll_Geo_2020/2020_Coll_Geo_Viewer_wBCU.MapServer,MapServer,MapServer.GetDefaultMapName,10.0,0.00029,0.0009270000155083835,0.00041000000783242285,0.00041000000783242285,0.00046999999904073775,0.0005099999834783375,0.0016499999910593033,0.00215000007301569,0.00215000007301569,0.00215000007301569,0.0006618013232121466,0.009270000271499157,0.0
Coll_Geo_2020/BCU_73_pt.MapServer,MapServer,/,10.0,0.00029,0.23432199656963348,0.11781000345945358,0.11781000345945358,0.13040000200271606,0.1594800055027008,0.16553999483585358,1.0022000074386597,1.0022000074386597,1.0022000074386597,0.2565545163875976,2.3432199954986572,2.9999999242136255e-05
bas20gdb_BCU_73_pt_min.MapServer,MapServer,/export,9.0,0.00026,6.793216705322266,0.08421000093221664,0.08421000093221664,0.28898000717163086,0.40700000524520874,18.591880798339844,20.729339599609375,20.729339599609375,20.729339599609375,9.07238088674757,61.13895034790039,0.0007300000288523734
Coll_Geo_2020/2020_Coll_Geo_Viewer_wBCU.MapServer,MapServer,layers/25/query,9.0,0.00026,0.1996677815914154,0.12601999938488007,0.12601999938488007,0.1740500032901764,0.19339999556541443,0.22074000537395477,0.2727699875831604,0.2727699875831604,0.2727699875831604,0.04444654399816549,1.7970099449157715,1.9999999494757503e-05
Coll_Geo_2020/BCU_73_query.MapServer,MapServer,layers/0/query,9.0,0.00026,93.85893249511719,0.004480000119656324,0.004480000119656324,87.12184143066406,98.97521209716797,116.5643081665039,133.22445678710938,133.22445678710938,133.22445678710938,37.005863683961636,844.7303466796875,0.01001999992877245
IntProdPortal/2020_IFAC_Universe2.MapServer,MapServer,/,8.0,0.00023,0.07825374603271484,0.011130000464618206,0.011130000464618206,0.01128000020980835,0.11665000021457672,0.11773999780416489,0.12088999897241592,0.12088999897241592,0.12088999897241592,0.05182621270239642,0.6260299682617188,9.999999747378752e-06
MyMapService.MapServer,MapServer,/,8.0,0.00023,0.39067748188972473,0.007790000177919865,0.007790000177919865,0.009449999779462814,0.10954000055789948,0.8375599980354309,1.0151699781417847,1.0151699781417847,1.0151699781417847,0.4201389983342512,3.125419855117798,3.9999998989515007e-05
AdCan/AdCan_County_Rec.MapServer,MapServer,/,8.0,0.00023,0.9127112627029419,0.16293999552726746,0.16293999552726746,0.18052999675273895,0.8198000192642212,1.1003299951553345,2.0313498973846436,2.0313498973846436,2.0313498973846436,0.5655441658790438,7.301690101623535,9.000000136438757e-05
Coll_Geo_2020/2020_Coll_Geo_Viewer.MapServer,MapServer,/,8.0,0.00023,0.8519687652587891,0.514959990978241,0.514959990978241,0.5170800089836121,0.558489978313446,1.1735899448394775,1.535830020904541,1.535830020904541,1.535830020904541,0.4109607545862224,6.8157501220703125,7.999999797903001e-05
test/Test_ArcGISPro_Ref.MapServer,MapServer,/export,7.0,0.0002,0.2302899956703186,0.21074999868869781,0.21074999868869781,0.21619999408721924,0.2394299954175949,0.24053999781608582,0.24788999557495117,0.24788999557495117,0.24788999557495117,0.01387663579252057,1.612030029296875,1.9999999494757503e-05
2020_Mail_Contact_Strategy.MapServer,MapServer,/legend,7.0,0.0002,0.01752142794430256,0.00865000020712614,0.00865000020712614,0.008820000104606152,0.008980000391602516,0.024769999086856842,0.050939999520778656,0.050939999520778656,0.050939999520778656,0.01466756749737249,0.12264999747276306,0.0
2020_Mail_Contact_Strategy.MapServer,MapServer,layers/0/query,7.0,0.0002,2.0362601280212402,0.53889000415802,0.53889000415802,1.5324300527572632,1.9548799991607666,2.2118101119995117,3.8928799629211426,3.8928799629211426,3.8928799629211426,0.9271426848600819,14.253820419311523,0.00016999999934341758
AdCan/AdCan_BCU.MapServer,MapServer,/,7.0,0.0002,0.8917400240898132,0.15036000311374664,0.15036000311374664,0.5897799730300903,0.9315900206565857,1.179419994354248,1.4252699613571167,1.4252699613571167,1.4252699613571167,0.38994309773784375,6.242179870605469,7.000000186963007e-05
AdCan/AdCan_County_Proc.MapServer,MapServer,/,7.0,0.0002,0.9230471253395081,0.16654999554157257,0.16654999554157257,0.17479999363422394,0.7575899958610535,1.6571799516677856,1.8055599927902222,1.8055599927902222,1.8055599927902222,0.6079511266210235,6.461329936981201,7.999999797903001e-05
AdCan/AdCan_State_Rec.MapServer,MapServer,/legend,7.0,0.0002,0.04902999848127365,0.039969999343156815,0.039969999343156815,0.04092000052332878,0.043310001492500305,0.06151999905705452,0.06421999633312225,0.06421999633312225,0.06421999633312225,0.009421697163967282,0.34320998191833496,0.0
Coll_Geo_2020/2020_Coll_Geo_Viewer_wBCU.MapServer,MapServer,layers/48/query,7.0,0.0002,0.17355285584926605,0.06836000084877014,0.06836000084877014,0.07120999693870544,0.1729000061750412,0.21491000056266785,0.36722999811172485,0.36722999811172485,0.36722999811172485,0.09477069250251556,1.2148699760437012,9.999999747378752e-06
VTD/VotingDistrictsViewer.MapServer,MapServer,layers/3/query,6.0,0.00018,0.06026000156998634,0.02637000009417534,0.02637000009417534,0.03175000101327896,0.059390000998973846,0.06177999824285507,0.12210000306367874,0.12210000306367874,0.12210000306367874,0.031060729514762308,0.36155998706817627,0.0
AdCan/AdCan_State_Proc.MapServer,MapServer,/,6.0,0.00018,0.6295250058174133,0.11388000100851059,0.11388000100851059,0.20545999705791473,0.6557400226593018,0.9713199734687805,0.9836000204086304,0.9836000204086304,0.9836000204086304,0.35022890281480185,3.7771501541137695,3.9999998989515007e-05
AdCan/AdCan_State_Rec.MapServer,MapServer,/,6.0,0.00018,0.7487066984176636,0.12218999862670898,0.12218999862670898,0.20451000332832336,0.7096199989318848,0.9771400094032288,1.7232400178909302,1.7232400178909302,1.7232400178909302,0.5310594259120673,4.492239952087402,4.999999873689376e-05
Coll_Geo_2020/BCU_73.MapServer,MapServer,/,6.0,0.00018,0.7129533290863037,0.13732999563217163,0.13732999563217163,0.1810300052165985,0.7157300114631653,1.0199899673461914,1.2140100002288818,1.2140100002288818,1.2140100002288818,0.4178593531080128,4.277719974517822,4.999999873689376e-05
LUCA/BASEMAP_2016.MapServer,MapServer,MapServer.GetDefaultMapName,5.0,0.00015,0.00042799999937415123,0.00031999999191612005,0.00031999999191612005,0.00041000000783242285,0.0004199999966658652,0.00044999999227002263,0.000539999979082495,0.000539999979082495,0.000539999979082495,7.08237198851592e-05,0.002139999996870756,0.0
LUCA/BASEMAP_2016.MapServer,MapServer,MapServer.GetCacheStorageInfo,5.0,0.00015,0.00035600000410340726,0.00031999999191612005,0.00031999999191612005,0.00033000000985339284,0.0003499999875202775,0.0003499999875202775,0.0004299999854993075,0.0004299999854993075,0.0004299999854993075,3.87814342774345e-05,0.001779999933205545,0.0
LUCA/BASEMAP_2016.MapServer,MapServer,MapServer.IsFixedScaleMap,5.0,0.00015,0.000391999987186864,0.0003600000054575503,0.0003600000054575503,0.0003699999942909926,0.00039999998989515007,0.00039999998989515007,0.0004299999854993075,0.0004299999854993075,0.0004299999854993075,2.4819341153647416e-05,0.0019600000232458115,0.0
