Date_Time,Epoch_Time,Year,Month,Day,Hour,Minute,Requests_Minute,Requests_Seccond,Avg_Response_Time,Min_Response_Time,P95_Response_Time,P99_Response_Time,Max_Response_Time,HTTP_200,HTTP_300,HTTP_400,HTTP_500,date
2020-04-27 17:52:00,1588009920000,2020,4,27,17,52,1,0.02,4.798289775848389,4.798289775848389,4.798289775848389,4.798289775848389,4.798289775848389,1,0,0,0,2020-04-27
2020-04-28 09:40:00,1588066800000,2020,4,28,9,40,2,0.03,1.776979923248291,1.5226099491119385,2.0313498973846436,2.0313498973846436,2.0313498973846436,2,0,0,0,2020-04-28
2020-04-28 09:41:00,1588066860000,2020,4,28,9,41,2,0.03,0.45127999782562256,0.32965999841690063,0.5728999972343445,0.5728999972343445,0.5728999972343445,2,0,0,0,2020-04-28
2020-04-28 09:42:00,1588066920000,2020,4,28,9,42,1,0.02,0.18592999875545502,0.18592999875545502,0.18592999875545502,0.18592999875545502,0.18592999875545502,1,0,0,0,2020-04-28
2020-04-28 09:44:00,1588067040000,2020,4,28,9,44,14,0.23,0.16480928659439087,0.00039999998989515007,2.2790799140930176,2.2790799140930176,2.2790799140930176,14,0,0,0,2020-04-28
2020-04-28 09:45:00,1588067100000,2020,4,28,9,45,10,0.17,0.047193001955747604,0.0001900000061141327,0.27814000844955444,0.27814000844955444,0.27814000844955444,10,0,0,0,2020-04-28
2020-04-28 09:53:00,1588067580000,2020,4,28,9,53,6,0.1,0.05434666574001312,0.0002099999983329326,0.21268999576568604,0.21268999576568604,0.21268999576568604,6,0,0,0,2020-04-28
2020-04-28 09:56:00,1588067760000,2020,4,28,9,56,74,1.23,0.0008028378360904753,0.0002300000051036477,0.0009699999936856329,0.012210000306367874,0.012210000306367874,74,0,0,0,2020-04-28
2020-04-28 09:57:00,1588067820000,2020,4,28,9,57,118,1.97,0.0005940677947364748,0.0003699999942909926,0.0008699999889358878,0.0008999999845400453,0.0009399999980814755,118,0,0,0,2020-04-28
2020-04-28 09:58:00,1588067880000,2020,4,28,9,58,47,0.78,2.5134963989257812,0.00039000000106170774,0.11388000100851059,117.78668212890625,117.78668212890625,47,0,0,0,2020-04-28
2020-04-28 10:18:00,1588069080000,2020,4,28,10,18,6,0.1,0.04552166908979416,0.0002500000118743628,0.2601900100708008,0.2601900100708008,0.2601900100708008,6,0,0,0,2020-04-28
2020-04-28 10:19:00,1588069140000,2020,4,28,10,19,10,0.17,0.036396998912096024,0.00022000000171829015,0.16899999976158142,0.16899999976158142,0.16899999976158142,10,0,0,0,2020-04-28
2020-04-28 10:27:00,1588069620000,2020,4,28,10,27,8,0.13,0.027877500280737877,0.0002300000051036477,0.2077600061893463,0.2077600061893463,0.2077600061893463,8,0,0,0,2020-04-28
2020-04-28 10:30:00,1588069800000,2020,4,28,10,30,86,1.43,0.0007526744157075882,0.00022000000171829015,0.0008800000068731606,0.013240000233054161,0.013240000233054161,86,0,0,0,2020-04-28
2020-04-28 10:31:00,1588069860000,2020,4,28,10,31,119,1.98,0.0023184034507721663,0.0003699999942909926,0.0008900000248104334,0.0009399999980814755,0.20451000332832336,119,0,0,0,2020-04-28
2020-04-28 10:32:00,1588069920000,2020,4,28,10,32,8,0.13,13.033656120300293,0.00039000000106170774,104.14286041259766,104.14286041259766,104.14286041259766,8,0,0,0,2020-04-28
2020-04-28 11:02:00,1588071720000,2020,4,28,11,2,3,0.05,0.018489999696612358,0.012269999831914902,0.030230000615119934,0.030230000615119934,0.030230000615119934,3,0,0,0,2020-04-28
2020-04-28 11:03:00,1588071780000,2020,4,28,11,3,54,0.9,0.0007242592400871217,0.00039999998989515007,0.0011099999537691474,0.0011699999449774623,0.0011699999449774623,54,0,0,0,2020-04-28
2020-04-28 11:04:00,1588071840000,2020,4,28,11,4,49,0.82,0.0006661224761046469,0.0003800000122282654,0.0010400000028312206,0.001069999998435378,0.001069999998435378,49,0,0,0,2020-04-28
2020-04-28 11:05:00,1588071900000,2020,4,28,11,5,47,0.78,0.0006434042588807642,0.0003800000122282654,0.0010300000431016088,0.0010499999625608325,0.0010499999625608325,47,0,0,0,2020-04-28
2020-04-28 11:06:00,1588071960000,2020,4,28,11,6,46,0.77,0.0006399999838322401,0.0003800000122282654,0.0010300000431016088,0.0010400000028312206,0.0010400000028312206,46,0,0,0,2020-04-28
2020-04-28 11:07:00,1588072020000,2020,4,28,11,7,45,0.75,0.0006377777899615467,0.00039000000106170774,0.0010300000431016088,0.0010400000028312206,0.0010400000028312206,45,0,0,0,2020-04-28
2020-04-28 11:08:00,1588072080000,2020,4,28,11,8,45,0.75,0.0006275555351749063,0.00039000000106170774,0.0010300000431016088,0.0010400000028312206,0.0010400000028312206,45,0,0,0,2020-04-28
2020-04-28 11:09:00,1588072140000,2020,4,28,11,9,44,0.73,0.0006272727041505277,0.0003800000122282654,0.0010300000431016088,0.0010600000387057662,0.0010600000387057662,44,0,0,0,2020-04-28
2020-04-28 11:10:00,1588072200000,2020,4,28,11,10,44,0.73,0.0006213636370375752,0.00039000000106170774,0.0010300000431016088,0.0010400000028312206,0.0010400000028312206,44,0,0,0,2020-04-28
2020-04-28 11:11:00,1588072260000,2020,4,28,11,11,42,0.7,0.0006254761829040945,0.00039000000106170774,0.0010000000474974513,0.0010300000431016088,0.0010300000431016088,42,0,0,0,2020-04-28
2020-04-28 11:12:00,1588072320000,2020,4,28,11,12,43,0.72,0.0006195348687469959,0.00039000000106170774,0.0010100000072270632,0.001069999998435378,0.001069999998435378,43,0,0,0,2020-04-28
2020-04-28 11:13:00,1588072380000,2020,4,28,11,13,12,0.2,101.35194396972656,0.0004199999966658652,610.5241088867188,610.5241088867188,610.5241088867188,12,0,0,0,2020-04-28
2020-04-28 11:25:00,1588073100000,2020,4,28,11,25,1,0.02,0.23670999705791473,0.23670999705791473,0.23670999705791473,0.23670999705791473,0.23670999705791473,1,0,0,0,2020-04-28
2020-04-28 11:30:00,1588073400000,2020,4,28,11,30,16,0.27,0.04019812494516373,0.0002099999983329326,0.2660599946975708,0.2660599946975708,0.2660599946975708,16,0,0,0,2020-04-28
2020-04-28 11:34:00,1588073640000,2020,4,28,11,34,6,0.1,0.03722166642546654,0.00019999999494757503,0.20920999348163605,0.20920999348163605,0.20920999348163605,6,0,0,0,2020-04-28
2020-04-28 11:39:00,1588073940000,2020,4,28,11,39,58,0.97,0.0007572413887828588,0.00019999999494757503,0.0008099999977275729,0.011760000139474869,0.011760000139474869,58,0,0,0,2020-04-28
2020-04-28 11:40:00,1588074000000,2020,4,28,11,40,118,1.97,0.0005916101508773863,0.0003000000142492354,0.0008800000068731606,0.0009399999980814755,0.0010300000431016088,118,0,0,0,2020-04-28
2020-04-28 11:41:00,1588074060000,2020,4,28,11,41,47,0.78,2.3197624683380127,0.0003499999875202775,0.06725999712944031,108.83187103271484,108.83187103271484,47,0,0,0,2020-04-28
2020-04-28 11:59:00,1588075140000,2020,4,28,11,59,20,0.33,0.0319954976439476,0.0002300000051036477,0.17107999324798584,0.25446999073028564,0.25446999073028564,20,0,0,0,2020-04-28
2020-04-28 12:00:00,1588075200000,2020,4,28,12,0,10,0.17,0.018334999680519104,0.0002300000051036477,0.16672000288963318,0.16672000288963318,0.16672000288963318,10,0,0,0,2020-04-28
2020-04-28 12:02:00,1588075320000,2020,4,28,12,2,12,0.2,0.0014141666470095515,0.00019999999494757503,0.01075000036507845,0.01075000036507845,0.01075000036507845,12,0,0,0,2020-04-28
2020-04-28 12:03:00,1588075380000,2020,4,28,12,3,83,1.38,0.528938889503479,0.0003699999942909926,0.0010900000343099236,43.64741897583008,43.64741897583008,83,0,0,0,2020-04-28
2020-04-28 13:34:00,1588080840000,2020,4,28,13,34,30,0.5,0.05564333498477936,0.00019999999494757503,0.16881999373435974,1.1060500144958496,1.1060500144958496,30,0,0,0,2020-04-28
2020-04-28 13:35:00,1588080900000,2020,4,28,13,35,75,1.25,0.4519718587398529,0.0002300000051036477,0.013120000250637531,33.649200439453125,33.649200439453125,75,0,0,0,2020-04-28
2020-04-28 13:39:00,1588081140000,2020,4,28,13,39,8,0.13,0.033793751150369644,0.0002500000118743628,0.25508999824523926,0.25508999824523926,0.25508999824523926,8,0,0,0,2020-04-28
2020-04-28 13:40:00,1588081200000,2020,4,28,13,40,10,0.17,0.04114599898457527,0.00022000000171829015,0.214369997382164,0.214369997382164,0.214369997382164,10,0,0,0,2020-04-28
2020-04-28 14:19:00,1588083540000,2020,4,28,14,19,8,0.13,0.028880000114440918,0.0002300000051036477,0.21605999767780304,0.21605999767780304,0.21605999767780304,8,0,0,0,2020-04-28
2020-04-28 14:41:00,1588084860000,2020,4,28,14,41,44,0.73,0.0008588636410422623,0.00019999999494757503,0.000859999970998615,0.012570000253617764,0.012570000253617764,44,0,0,0,2020-04-28
2020-04-28 14:42:00,1588084920000,2020,4,28,14,42,118,1.97,0.0005853389739058912,0.0003699999942909926,0.0008500000112690032,0.0009399999980814755,0.0014799999771639705,118,0,0,0,2020-04-28
2020-04-28 14:43:00,1588084980000,2020,4,28,14,43,118,1.97,0.000579152547288686,0.00015999999595806003,0.0008299999753944576,0.000859999970998615,0.0008699999889358878,118,0,0,0,2020-04-28
2020-04-28 14:44:00,1588085040000,2020,4,28,14,44,118,1.97,0.000590169511269778,0.0002699999895412475,0.0008399999933317304,0.000859999970998615,0.0008800000068731606,118,0,0,0,2020-04-28
2020-04-28 14:45:00,1588085100000,2020,4,28,14,45,118,1.97,0.0005863559199497104,0.0003699999942909926,0.000859999970998615,0.0008800000068731606,0.0008800000068731606,118,0,0,0,2020-04-28
2020-04-28 14:46:00,1588085160000,2020,4,28,14,46,87,1.45,3.4766411781311035,0.0003800000122282654,0.001019999966956675,302.01434326171875,302.01434326171875,87,0,0,0,2020-04-28
2020-04-28 15:10:00,1588086600000,2020,4,28,15,10,11,0.18,0.044059090316295624,0.00022000000171829015,0.2883400022983551,0.2883400022983551,0.2883400022983551,11,0,0,0,2020-04-28
2020-04-28 15:11:00,1588086660000,2020,4,28,15,11,74,1.23,0.007399053778499365,0.0002099999983329326,0.01298999972641468,0.1691499948501587,0.1691499948501587,74,0,0,0,2020-04-28
2020-04-28 15:12:00,1588086720000,2020,4,28,15,12,12,0.2,2.6920864582061768,0.0004199999966658652,32.12704849243164,32.12704849243164,32.12704849243164,12,0,0,0,2020-04-28
2020-04-29 10:20:00,1588155600000,2020,4,29,10,20,3,0.05,0.6477066874504089,0.5732200145721436,0.7351800203323364,0.7351800203323364,0.7351800203323364,3,0,0,0,2020-04-29
2020-04-29 10:21:00,1588155660000,2020,4,29,10,21,22,0.37,0.37907910346984863,0.2323099970817566,0.7189000248908997,0.8848400115966797,0.8848400115966797,22,0,0,0,2020-04-29
2020-04-29 10:28:00,1588156080000,2020,4,29,10,28,2,0.03,0.18520499765872955,0.11474999785423279,0.2556599974632263,0.2556599974632263,0.2556599974632263,2,0,0,0,2020-04-29
2020-04-29 10:29:00,1588156140000,2020,4,29,10,29,6,0.1,0.4125366508960724,0.10064999759197235,1.6916999816894531,1.6916999816894531,1.6916999816894531,6,0,0,0,2020-04-29
2020-04-29 11:38:00,1588160280000,2020,4,29,11,38,26,0.43,0.41645729541778564,0.00041000000783242285,3.278320074081421,7.452489852905273,7.452489852905273,26,0,0,0,2020-04-29
2020-04-29 11:39:00,1588160340000,2020,4,29,11,39,54,0.9,0.0007777777500450611,0.00039000000106170774,0.0013200000394135714,0.0013899999903514981,0.0013899999903514981,54,0,0,0,2020-04-29
2020-04-29 11:40:00,1588160400000,2020,4,29,11,40,24,0.4,7.449240207672119,0.00039000000106170774,88.01067352294922,90.75566864013672,90.75566864013672,24,0,0,0,2020-04-29
2020-04-29 12:02:00,1588161720000,2020,4,29,12,2,1,0.02,0.12666000425815582,0.12666000425815582,0.12666000425815582,0.12666000425815582,0.12666000425815582,1,0,0,0,2020-04-29
2020-04-29 12:03:00,1588161780000,2020,4,29,12,3,12,0.2,0.0018733333563432097,0.0008399999933317304,0.012360000051558018,0.012360000051558018,0.012360000051558018,12,0,0,0,2020-04-29
2020-04-29 12:04:00,1588161840000,2020,4,29,12,4,12,0.2,5.256313323974609,0.0007999999797903001,57.02518844604492,57.02518844604492,57.02518844604492,12,0,0,0,2020-04-29
2020-04-29 12:06:00,1588161960000,2020,4,29,12,6,1,0.02,6.015999794006348,6.015999794006348,6.015999794006348,6.015999794006348,6.015999794006348,1,0,0,0,2020-04-29
2020-04-29 12:12:00,1588162320000,2020,4,29,12,12,1,0.02,5.915349960327148,5.915349960327148,5.915349960327148,5.915349960327148,5.915349960327148,1,0,0,0,2020-04-29
2020-04-29 12:17:00,1588162620000,2020,4,29,12,17,1,0.02,5.014989852905273,5.014989852905273,5.014989852905273,5.014989852905273,5.014989852905273,1,0,0,0,2020-04-29
2020-04-29 12:50:00,1588164600000,2020,4,29,12,50,1,0.02,5.658549785614014,5.658549785614014,5.658549785614014,5.658549785614014,5.658549785614014,1,0,0,0,2020-04-29
2020-04-29 13:48:00,1588168080000,2020,4,29,13,48,15,0.25,0.43853268027305603,0.0004199999966658652,3.963320016860962,3.963320016860962,3.963320016860962,15,0,0,0,2020-04-29
2020-04-29 13:50:00,1588168200000,2020,4,29,13,50,46,0.77,0.001283695688471198,0.0004199999966658652,0.0014199999859556556,0.013740000315010548,0.013740000315010548,46,0,0,0,2020-04-29
2020-04-29 13:51:00,1588168260000,2020,4,29,13,51,40,0.67,4.746971130371094,0.0003800000122282654,0.0013699999544769526,96.8166732788086,96.8166732788086,40,0,0,0,2020-04-29
2020-04-29 13:52:00,1588168320000,2020,4,29,13,52,1,0.02,2.285670042037964,2.285670042037964,2.285670042037964,2.285670042037964,2.285670042037964,1,0,0,0,2020-04-29
2020-04-29 14:19:00,1588169940000,2020,4,29,14,19,12,0.2,0.750464141368866,0.1623699963092804,2.0257298946380615,2.0257298946380615,2.0257298946380615,12,0,0,0,2020-04-29
2020-04-29 14:20:00,1588170000000,2020,4,29,14,20,8,0.13,0.6747974753379822,0.16997000575065613,1.5087599754333496,1.5087599754333496,1.5087599754333496,8,0,0,0,2020-04-29
2020-04-29 14:34:00,1588170840000,2020,4,29,14,34,3,0.05,0.8592833280563354,0.6033700108528137,1.2777999639511108,1.2777999639511108,1.2777999639511108,3,0,0,0,2020-04-29
2020-04-29 14:38:00,1588171080000,2020,4,29,14,38,1,0.02,1.179419994354248,1.179419994354248,1.179419994354248,1.179419994354248,1.179419994354248,1,0,0,0,2020-04-29
2020-04-29 14:47:00,1588171620000,2020,4,29,14,47,21,0.35,1.32113516330719,0.05933000147342682,5.81003999710083,8.7524995803833,8.7524995803833,21,0,0,0,2020-04-29
2020-04-29 14:48:00,1588171680000,2020,4,29,14,48,29,0.48,1.1741489171981812,0.09036000072956085,4.862679958343506,8.202719688415527,8.202719688415527,29,0,0,0,2020-04-29
2020-04-29 14:49:00,1588171740000,2020,4,29,14,49,11,0.18,3.119112730026245,0.4194900095462799,8.713029861450195,8.713029861450195,8.713029861450195,11,0,0,0,2020-04-29
2020-04-29 15:18:00,1588173480000,2020,4,29,15,18,13,0.22,0.09579538553953171,0.00022000000171829015,0.9337000250816345,0.9337000250816345,0.9337000250816345,13,0,0,0,2020-04-29
2020-04-29 15:19:00,1588173540000,2020,4,29,15,19,86,1.43,0.35540255904197693,0.00022000000171829015,0.14298999309539795,29.814529418945312,29.814529418945312,86,0,0,0,2020-04-29
2020-04-29 15:20:00,1588173600000,2020,4,29,15,20,1,0.02,0.17145000398159027,0.17145000398159027,0.17145000398159027,0.17145000398159027,0.17145000398159027,1,0,0,0,2020-04-29
2020-04-29 15:23:00,1588173780000,2020,4,29,15,23,15,0.25,0.42891934514045715,0.0004199999966658652,3.4658899307250977,3.4658899307250977,3.4658899307250977,15,0,0,0,2020-04-29
2020-04-29 15:24:00,1588173840000,2020,4,29,15,24,4,0.07,0.006539999973028898,0.00044999999227002263,0.012539999559521675,0.012539999559521675,0.012539999559521675,4,0,0,0,2020-04-29
2020-04-29 15:25:00,1588173900000,2020,4,29,15,25,53,0.88,0.0007852830458432436,0.00041000000783242285,0.0013500000350177288,0.0014100000262260437,0.0014100000262260437,53,0,0,0,2020-04-29
2020-04-29 15:26:00,1588173960000,2020,4,29,15,26,17,0.28,8.847871780395508,0.0004199999966658652,75.7211685180664,75.7211685180664,75.7211685180664,17,0,0,0,2020-04-29
2020-04-29 15:31:00,1588174260000,2020,4,29,15,31,5,0.08,0.05752800032496452,0.0005799999926239252,0.2727600038051605,0.2727600038051605,0.2727600038051605,5,0,0,0,2020-04-29
2020-04-29 15:34:00,1588174440000,2020,4,29,15,34,16,0.27,0.02819499932229519,0.00022000000171829015,0.24616999924182892,0.24616999924182892,0.24616999924182892,16,0,0,0,2020-04-29
2020-04-29 15:35:00,1588174500000,2020,4,29,15,35,100,1.67,0.00521730026230216,0.00019999999494757503,0.012550000101327896,0.17132000625133514,0.17135000228881836,100,0,0,0,2020-04-29
2020-04-29 15:36:00,1588174560000,2020,4,29,15,36,18,0.3,2.806593894958496,0.0003800000122282654,50.394290924072266,50.394290924072266,50.394290924072266,18,0,0,0,2020-04-29
2020-04-29 15:37:00,1588174620000,2020,4,29,15,37,48,0.8,0.02178250066936016,0.0001900000061141327,0.1740500032901764,0.25964000821113586,0.25964000821113586,48,0,0,0,2020-04-29
2020-04-29 15:38:00,1588174680000,2020,4,29,15,38,95,1.58,0.5499359965324402,0.0003699999942909926,0.000910000002477318,51.781700134277344,51.781700134277344,95,0,0,0,2020-04-29
2020-04-29 15:40:00,1588174800000,2020,4,29,15,40,67,1.12,0.013042835518717766,0.0001900000061141327,0.17050999402999878,0.25949999690055847,0.25949999690055847,67,0,0,0,2020-04-29
2020-04-29 15:41:00,1588174860000,2020,4,29,15,41,69,1.15,0.7585371136665344,0.00033000000985339284,0.001120000029914081,52.094879150390625,52.094879150390625,69,0,0,0,2020-04-29
2020-04-29 15:48:00,1588175280000,2020,4,29,15,48,19,0.32,0.034190524369478226,0.00022000000171829015,0.2571899890899658,0.2571899890899658,0.2571899890899658,19,0,0,0,2020-04-29
2020-04-29 15:49:00,1588175340000,2020,4,29,15,49,1,0.02,4.371739864349365,4.371739864349365,4.371739864349365,4.371739864349365,4.371739864349365,1,0,0,0,2020-04-29
2020-04-29 15:56:00,1588175760000,2020,4,29,15,56,6,0.1,0.03870999813079834,0.0002300000051036477,0.2186799943447113,0.2186799943447113,0.2186799943447113,6,0,0,0,2020-04-29
2020-04-29 15:59:00,1588175940000,2020,4,29,15,59,64,1.07,0.0008020312525331974,0.00022000000171829015,0.0009200000204145908,0.01131999958306551,0.01131999958306551,64,0,0,0,2020-04-29
2020-04-29 16:00:00,1588176000000,2020,4,29,16,0,51,0.85,1.0597143173217773,0.0003800000122282654,0.0659400001168251,53.847679138183594,53.847679138183594,51,0,0,0,2020-04-29
2020-04-29 16:04:00,1588176240000,2020,4,29,16,4,10,0.17,0.5654780268669128,0.14228999614715576,1.059340000152588,1.059340000152588,1.059340000152588,10,0,0,0,2020-04-29
2020-04-29 16:05:00,1588176300000,2020,4,29,16,5,10,0.17,0.5783500075340271,0.1406400054693222,1.022029995918274,1.022029995918274,1.022029995918274,10,0,0,0,2020-04-29
2020-04-29 16:06:00,1588176360000,2020,4,29,16,6,7,0.12,0.33133572340011597,0.06177999824285507,0.9625099897384644,0.9625099897384644,0.9625099897384644,7,0,0,0,2020-04-29
2020-04-29 16:07:00,1588176420000,2020,4,29,16,7,10,0.17,0.31210100650787354,0.05455999821424484,0.9873899817466736,0.9873899817466736,0.9873899817466736,10,0,0,0,2020-04-29
2020-04-29 16:08:00,1588176480000,2020,4,29,16,8,5,0.08,0.3072440028190613,0.05353999882936478,0.7002300024032593,0.7002300024032593,0.7002300024032593,5,0,0,0,2020-04-29
2020-04-29 16:09:00,1588176540000,2020,4,29,16,9,5,0.08,0.3392679989337921,0.05349000170826912,0.88441002368927,0.88441002368927,0.88441002368927,5,0,0,0,2020-04-29
2020-04-29 16:10:00,1588176600000,2020,4,29,16,10,3,0.05,0.39078664779663086,0.10210999846458435,0.9680399894714355,0.9680399894714355,0.9680399894714355,3,0,0,0,2020-04-29
2020-04-29 16:12:00,1588176720000,2020,4,29,16,12,1,0.02,0.0524899996817112,0.0524899996817112,0.0524899996817112,0.0524899996817112,0.0524899996817112,1,0,0,0,2020-04-29
2020-04-29 16:13:00,1588176780000,2020,4,29,16,13,2,0.03,1.0758099555969238,0.9389200210571289,1.2127000093460083,1.2127000093460083,1.2127000093460083,2,0,0,0,2020-04-29
2020-04-29 16:16:00,1588176960000,2020,4,29,16,16,19,0.32,0.034362103790044785,0.0002099999983329326,0.2617200016975403,0.2617200016975403,0.2617200016975403,19,0,0,0,2020-04-29
2020-04-29 16:17:00,1588177020000,2020,4,29,16,17,116,1.93,0.4560956060886383,0.0001900000061141327,0.0010900000343099236,0.17521999776363373,52.49694061279297,116,0,0,0,2020-04-29
2020-04-29 16:18:00,1588177080000,2020,4,29,16,18,1,0.02,0.16955000162124634,0.16955000162124634,0.16955000162124634,0.16955000162124634,0.16955000162124634,1,0,0,0,2020-04-29
2020-04-29 16:19:00,1588177140000,2020,4,29,16,19,5,0.08,0.5653120279312134,0.1431799978017807,1.3306699991226196,1.3306699991226196,1.3306699991226196,5,0,0,0,2020-04-29
2020-04-29 16:20:00,1588177200000,2020,4,29,16,20,11,0.18,0.5201836228370667,0.09961999952793121,1.3101999759674072,1.3101999759674072,1.3101999759674072,11,0,0,0,2020-04-29
2020-04-29 16:21:00,1588177260000,2020,4,29,16,21,2,0.03,0.5344399809837341,0.10108999907970428,0.9677900075912476,0.9677900075912476,0.9677900075912476,2,0,0,0,2020-04-29
2020-04-29 16:25:00,1588177500000,2020,4,29,16,25,8,0.13,0.18354499340057373,0.05513999983668327,0.9766799807548523,0.9766799807548523,0.9766799807548523,8,0,0,0,2020-04-29
2020-04-29 16:27:00,1588177620000,2020,4,29,16,27,3,0.05,0.4048033356666565,0.10166999697685242,1.010349988937378,1.010349988937378,1.010349988937378,3,0,0,0,2020-04-29
2020-04-29 16:28:00,1588177680000,2020,4,29,16,28,8,0.13,0.34692248702049255,0.03175000101327896,1.2456599473953247,1.2456599473953247,1.2456599473953247,8,0,0,0,2020-04-29
